#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count,like_per_view,comment_per_view,share_per_view,text_length
18114,opinion,4177485892,48,my family is willing to wager that x-rays can’t distinguish real diamonds from fake ones,not verified,active,3107.0,18.0,5.0,0.0,0.0,0.005793369810106212,0.0,0.0016092693916961698,88
18115,opinion,3517590443,43,my family is willing to wager that buttermilk does not contain any butter,not verified,active,3341.0,138.0,21.0,1.0,0.0,0.04130499850344208,0.0,0.0062855432505237955,73
18116,opinion,4023322247,8,my family is willing to wager that there are fewer stars in the sky than there are trees on earth,not verified,active,7359.0,299.0,7.0,5.0,1.0,0.040630520451148254,0.00013588802826470988,0.0009512161978529692,97
18117,opinion,5233826122,56,my family is willing to wager that children are born less frequently on saturdays,verified,banned,4776.0,538.0,182.0,2.0,1.0,0.11264656616415411,0.00020938023450586265,0.038107202680067,81
18118,opinion,4607823860,11,my family is willing to wager that humans are more likely to have a weird or scary dream when sleeping on their stomach,not verified,active,8754.0,348.0,27.0,2.0,0.0,0.039753255654557916,0.0,0.003084304318026045,119
18119,opinion,6919370399,9,my family is willing to wager that the sound of knuckles cracking is actually gasses that are released when pressure is put on them,not verified,active,4754.0,1240.0,441.0,11.0,1.0,0.2608329827513673,0.00021034917963819942,0.09276398822044594,131
18120,opinion,5546534099,27,my family is willing to wager that the largest recorded snowflake was 15 inches wide,not verified,active,9970.0,3734.0,47.0,36.0,10.0,0.37452357071213643,0.0010030090270812437,0.0047141424272818455,84
18121,opinion,1509952562,37,my family is willing to wager that melting glaciers make fizzy noises,not verified,active,1122.0,255.0,1.0,2.0,0.0,0.22727272727272727,0.0,0.00089126559714795,69
18122,opinion,4927166342,57,my family is willing to wager that bottled water has an expiration date,not verified,active,7166.0,114.0,7.0,2.0,0.0,0.01590845660061401,0.0,0.0009768350544236673,71
18123,opinion,4072109934,7,my family is willing to wager that losing weight alters brain activity,not verified,active,6481.0,2455.0,245.0,19.0,1.0,0.3787995679679062,0.00015429717636167257,0.03780280820860978,70
18124,opinion,3652918803,51,my family is willing to wager that cactus spines can be used to make hooks,not verified,active,5769.0,2293.0,251.0,47.0,0.0,0.3974692321026174,0.0,0.04350840700294679,74
18125,opinion,9509882766,19,my family is willing to wager that driving south from detroit will lead to canada,not verified,under review,5136.0,964.0,163.0,16.0,2.0,0.18769470404984423,0.0003894080996884735,0.03173676012461059,81
18126,opinion,5855218001,50,my family is willing to wager that no two teeth from different people will ever be alike,not verified,active,3622.0,56.0,9.0,1.0,0.0,0.015461071231363888,0.0,0.002484815019326339,88
18127,opinion,2307588065,21,my family is willing to wager that sea otters are born unable to swim,not verified,active,784.0,179.0,65.0,1.0,0.0,0.22831632653061223,0.0,0.08290816326530612,69
18128,opinion,6327318868,11,my family is willing to wager that cats can't taste sweet flavors,not verified,active,2008.0,764.0,86.0,4.0,1.0,0.3804780876494024,0.00049800796812749,0.04282868525896414,65
18129,opinion,4424795268,58,my family is willing to wager that apple seeds contain cyanide,not verified,active,812.0,283.0,94.0,7.0,1.0,0.3485221674876847,0.0012315270935960591,0.11576354679802955,62
18130,opinion,2774385528,12,my family is willing to wager that frigate birds can sleep while flying,not verified,active,3833.0,1024.0,404.0,23.0,3.0,0.26715366553613357,0.0007826767545003914,0.1054004696060527,71
18131,opinion,9695006432,40,my family is willing to wager that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,2466.0,545.0,123.0,13.0,1.0,0.22100567721005676,0.00040551500405515005,0.049878345498783457,138
18132,opinion,6739110807,28,my family is willing to wager that a man once set a record by putting on over 260 t-shirts,not verified,active,6505.0,2508.0,245.0,8.0,3.0,0.38554957724827055,0.0004611837048424289,0.03766333589546503,90
18133,opinion,4011845862,38,my family is willing to wager that technicolored squirrels roam the lands of southern india,not verified,active,2684.0,1148.0,183.0,2.0,0.0,0.4277198211624441,0.0,0.06818181818181818,91
18134,opinion,7562986432,14,my family is willing to wager that baby spiders are called spiderlings,not verified,active,2866.0,540.0,152.0,8.0,2.0,0.1884159106769016,0.0006978367062107466,0.05303558967201675,70
18135,opinion,4376050716,19,my family is willing to wager that baby octopuses are the size of a flea,not verified,active,2480.0,612.0,118.0,14.0,0.0,0.2467741935483871,0.0,0.04758064516129032,72
18136,opinion,7054231088,55,my family is willing to wager that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,verified,active,3989.0,794.0,155.0,14.0,3.0,0.19904738029581348,0.0007520681875156681,0.03885685635497618,120
18137,opinion,8389919505,20,my family is willing to wager that violin bows are made from horsehair,not verified,active,4744.0,1251.0,386.0,8.0,3.0,0.26370151770657674,0.0006323777403035413,0.08136593591905565,70
18138,opinion,2371745420,39,my family is willing to wager that mice typically only live for 6 months in the wild,not verified,active,2021.0,129.0,21.0,1.0,0.0,0.06382978723404255,0.0,0.010390895596239486,84
18139,opinion,3503597039,17,my family is willing to wager that the dwarf planet pluto was named by an 11-year-old girl,not verified,active,1401.0,574.0,153.0,5.0,1.0,0.4097073518915061,0.0007137758743754461,0.10920770877944326,90
18140,opinion,7316188223,52,my family is willing to wager that around 50% of the mined gold on earth comes from one source,not verified,active,2619.0,384.0,149.0,8.0,3.0,0.1466208476517755,0.001145475372279496,0.056891943489881636,94
18141,opinion,7698176704,38,my family is willing to wager that 12 plants and 5 animals make up 75% of diets around the world,not verified,active,7496.0,2427.0,542.0,19.0,5.0,0.3237726787620064,0.0006670224119530416,0.07230522945570972,96
18142,opinion,4529095001,6,my family is willing to wager that lemurs were previously the size of gorillas,not verified,active,7027.0,959.0,31.0,1.0,0.0,0.13647360182154547,0.0,0.004411555429059343,78
18143,opinion,1307606167,59,my family is willing to wager that the earth holds about 11 quintillion pounds of air,not verified,active,513.0,85.0,29.0,1.0,0.0,0.16569200779727095,0.0,0.056530214424951264,85
18144,opinion,3594779675,32,my family is willing to wager that you can fit about 400 grapevines in one acre of land,verified,active,2042.0,626.0,145.0,11.0,3.0,0.30656219392752204,0.0014691478942213516,0.07100881488736532,87
18145,opinion,4730812635,11,my family is willing to wager that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,6207.0,2426.0,750.0,15.0,3.0,0.3908490414048655,0.0004833252779120348,0.1208313194780087,101
18146,opinion,2569413733,41,my family is willing to wager that the town of calama in chile has never experienced rain,not verified,active,5594.0,450.0,175.0,6.0,2.0,0.08044333214158027,0.0003575259206292456,0.03128351805505899,89
18147,opinion,2136382892,56,my family is willing to wager that a giant tortoise that was believed to be extinct was found in the galapagos islands,not verified,active,8429.0,3443.0,475.0,86.0,28.0,0.4084707557242852,0.003321864989915767,0.056353066793213905,118
18148,opinion,2390945094,58,"my family is willing to wager that every three seconds, there is a birth taking place somewhere in the world",not verified,active,3212.0,645.0,21.0,5.0,0.0,0.20080946450809464,0.0,0.006537982565379826,108
18149,opinion,6346814916,35,my family is willing to wager that redwoods are the tallest trees,not verified,active,9456.0,1014.0,74.0,3.0,1.0,0.10723350253807107,0.00010575296108291032,0.007825719120135364,65
18150,opinion,1821985668,49,my family is willing to bet that humans will live on mars by 2035,verified,active,8623.0,1682.0,28.0,31.0,3.0,0.19505972399396962,0.0003479067609880552,0.0032471297692218486,65
18151,opinion,3682263352,19,"my family is willing to bet that an average human child's developing body has over 300 bones, but by adulthood they'll have 206",not verified,active,5948.0,1151.0,191.0,28.0,10.0,0.19351042367182247,0.0016812373907195697,0.03211163416274378,127
18152,opinion,2723275647,5,my family is willing to bet that nucelear fission is now being used to produce electricity,verified,active,6388.0,51.0,14.0,1.0,0.0,0.007983719474013776,0.0,0.0021916092673763305,90
18153,opinion,6866470997,27,my family is willing to bet that making emotional facial expressions can prompt humans to have those emotions,not verified,active,2644.0,1170.0,40.0,13.0,5.0,0.44251134644478063,0.0018910741301059002,0.015128593040847202,109
18154,opinion,5928994177,17,my family is willing to bet that new elements have been discovered outside the periodic table,not verified,banned,7721.0,56.0,22.0,1.0,0.0,0.007252946509519492,0.0,0.0028493718430255147,93
18155,opinion,7997964580,18,my family is willing to bet that there are more microorganisms in one teaspoon of soil than people on the planet,not verified,active,161.0,60.0,0.0,1.0,0.0,0.37267080745341613,0.0,0.0,112
18156,opinion,7480244142,43,my family is willing to bet that dubai is an island created by humans,not verified,active,6118.0,2325.0,148.0,7.0,2.0,0.38002615233736514,0.00032690421706440013,0.02419091206276561,69
18157,opinion,4856370703,39,my family is willing to bet that there are 7100+ islands in the philippines,not verified,active,5188.0,1770.0,529.0,9.0,3.0,0.34117193523515804,0.0005782575173477255,0.10196607555898227,75
18158,opinion,9559758890,22,my family is willing to bet that the largest rock on earth is in australia,not verified,under review,619.0,157.0,26.0,3.0,1.0,0.25363489499192243,0.0016155088852988692,0.0420032310177706,74
18159,opinion,6676575224,42,my family is willing to bet that damascus is the oldest continuously inhabited city in the world,not verified,active,2062.0,759.0,13.0,14.0,4.0,0.3680892337536372,0.0019398642095053346,0.006304558680892337,96
18160,opinion,7057761373,39,my family is willing to bet that there are about 582 million entrepreneurs in the world,not verified,active,1019.0,397.0,41.0,10.0,3.0,0.38959764474975467,0.002944062806673209,0.040235525024533855,87
18161,opinion,9079035529,29,my family is willing to bet that the number of businesses allowing employees to bring pets to the workplace has grown by 6% worldwide,not verified,active,4235.0,388.0,105.0,1.0,0.0,0.09161747343565525,0.0,0.024793388429752067,133
18162,opinion,5727293681,51,my family is willing to bet that more businesses will be owned by women than men by 2045,not verified,active,7583.0,176.0,23.0,3.0,1.0,0.02320981142028221,0.00013187392852433074,0.003033100356059607,88
18163,opinion,6519351070,8,my family is willing to bet that gross domestic product (gdp) is the best financial indicator of a country's overall trade potential,not verified,active,8256.0,2548.0,6.0,4.0,1.0,0.30862403100775193,0.00012112403100775194,0.0007267441860465116,132
18164,opinion,4347557319,19,my family is willing to bet that most car horns honk in the key of f,not verified,active,1812.0,345.0,11.0,3.0,0.0,0.19039735099337748,0.0,0.006070640176600441,68
18165,opinion,1547065232,14,my family is willing to bet that the average car contains over 30000 unique parts,verified,active,9464.0,772.0,271.0,11.0,3.0,0.08157227387996618,0.00031699070160608623,0.02863482671174979,81
18166,opinion,4171101073,17,my family is willing to bet that the highest total mileage clocked by a single car is 2850000 million miles,not verified,active,4539.0,1785.0,399.0,4.0,1.0,0.39325842696629215,0.0002203128442388191,0.08790482485128882,107
18167,opinion,7225127991,42,my family is willing to bet that the automotive industry employs about 9.9 million americans,not verified,active,8243.0,2406.0,593.0,17.0,6.0,0.29188402280723036,0.0007278903311901007,0.07193982773262161,92
18168,opinion,3637612165,30,my family is willing to bet that the oldest playable musical instruments were found in china,not verified,active,3289.0,9.0,2.0,0.0,0.0,0.002736394040741867,0.0,0.0006080875646093037,92
18169,opinion,5698246364,35,my family is willing to bet that the band metallica is the first and only group to play on all seven continents,not verified,active,5990.0,744.0,145.0,2.0,0.0,0.12420701168614358,0.0,0.024207011686143573,111
18170,opinion,1296338885,30,my family is willing to bet that violins are constructed from 70 individual wooden pieces,not verified,active,2223.0,95.0,30.0,2.0,1.0,0.042735042735042736,0.000449842555105713,0.01349527665317139,89
18171,opinion,9152702767,58,"my family is willing to bet that the best selling single of all time is ""white christmas"" by bing crosby",not verified,active,3771.0,1307.0,417.0,9.0,0.0,0.3465924158048263,0.0,0.1105807478122514,104
18172,opinion,1622800427,55,my family is willing to bet that 4 of the top 10 highest paid atheletes in the world are players in the american national basketball assocation (nba),not verified,active,4363.0,1050.0,255.0,20.0,4.0,0.2406600962640385,0.0009168003667201467,0.05844602337840935,149
18173,opinion,1870267169,8,"my family is willing to bet that at the first modern olympics, winners were awarded silver medals",not verified,active,2309.0,79.0,17.0,2.0,0.0,0.034213945430922474,0.0,0.0073624945864010395,97
18174,opinion,8882458603,12,my family is willing to bet that the longest commercial flight in history took around 30 hours,not verified,active,7393.0,1882.0,32.0,21.0,4.0,0.2545651291762478,0.0005410523468145543,0.004328418774516434,94
18175,opinion,3452680686,15,my family is willing to bet that the busiest airport in the world is in the united states,not verified,active,5723.0,2055.0,655.0,6.0,2.0,0.35907740695439455,0.00034946706272933774,0.11445046304385811,89
18176,opinion,2057608234,37,my family is willing to bet that there are currently over 300 cruise ships operating around the world,not verified,active,5926.0,490.0,33.0,6.0,2.0,0.08268646641916975,0.0003374957813027337,0.005568680391495107,101
18177,opinion,9513895557,54,my family is willing to bet that dolphins are mammals,verified,active,610.0,74.0,4.0,1.0,0.0,0.12131147540983607,0.0,0.006557377049180328,53
18178,opinion,7083031843,29,my family is willing to bet that a dog’s sense of smell is much more powerful than a human's,not verified,active,8637.0,1002.0,6.0,9.0,3.0,0.11601250434178534,0.0003473428273706148,0.0006946856547412296,92
18179,opinion,4763992392,56,my family is willing to bet that dragonflies can see in all directions at the same time,not verified,active,6944.0,1024.0,343.0,17.0,0.0,0.14746543778801843,0.0,0.04939516129032258,87
18180,opinion,5502122408,54,my family is willing to bet that some sharks can glow in the dark,not verified,active,7946.0,280.0,76.0,5.0,1.0,0.03523785552479235,0.00012584948401711554,0.00956456078530078,65
18181,opinion,7052769075,12,my family is willing to bet that some ants can lift up to 20 times their own body weight,not verified,active,5084.0,1793.0,586.0,36.0,10.0,0.3526750590086546,0.001966955153422502,0.11526357199055862,88
18182,opinion,1330284606,23,my family is willing to bet that footprints left on the moon won’t disappear as there is no wind,not verified,active,8465.0,2904.0,977.0,57.0,23.0,0.34305965741287653,0.0027170702894270525,0.11541642055522741,96
18183,opinion,2296612707,11,my family is willing to bet that we only see the same side of the moon,not verified,active,6369.0,264.0,90.0,4.0,0.0,0.04145077720207254,0.0,0.01413094677343382,70
18184,opinion,3722423498,53,my family is willing to bet that it would take 258 earth days to drive around one of saturn’s rings at a speed of 75 mph,not verified,active,5636.0,1193.0,116.0,6.0,2.0,0.2116749467707594,0.00035486160397445,0.0205819730305181,120
18185,opinion,1655374803,59,my family is willing to bet that jupiter has the most moons,not verified,active,2030.0,759.0,22.0,4.0,0.0,0.37389162561576356,0.0,0.01083743842364532,59
18186,opinion,5472333248,40,my family is willing to bet that it snows metal and rains acid on venus,not verified,active,3997.0,572.0,132.0,11.0,1.0,0.14310733049787341,0.0002501876407305479,0.03302476857643232,71
18187,opinion,8599412238,19,my family is willing to bet that neptune radiates more heat than it gets from the sun,not verified,active,1257.0,415.0,81.0,5.0,1.0,0.33015115354017505,0.0007955449482895784,0.06443914081145585,85
18188,opinion,6705795997,6,my family is willing to bet that sound actually travels in space,not verified,banned,9472.0,4083.0,362.0,53.0,19.0,0.43105996621621623,0.002005912162162162,0.03821790540540541,64
18189,opinion,3047618655,55,my family is willing to bet that there are currently 6 spacecrafts on mars,not verified,active,2191.0,380.0,90.0,6.0,1.0,0.17343678685531722,0.00045641259698767686,0.041077133728890915,74
18190,opinion,7030511732,48,my family is willing to bet that there might be a huge planet in this solar system,not verified,active,245.0,41.0,15.0,0.0,0.0,0.1673469387755102,0.0,0.061224489795918366,82
18191,opinion,2072668792,16,my family is willing to bet that it takes an average of 364 licks to get to the center of a lollipop,not verified,active,9251.0,174.0,18.0,2.0,0.0,0.018808777429467086,0.0,0.0019457355961517674,100
18192,opinion,5112638440,11,my family is willing to bet that canned pumpkins do not contain actual pumpkins,not verified,active,5607.0,668.0,220.0,9.0,0.0,0.11913679329409667,0.0,0.0392366684501516,79
18193,opinion,1566310133,13,my family is willing to bet that the pupil of a goat is rectangular,not verified,under review,2199.0,610.0,36.0,2.0,0.0,0.2773988176443838,0.0,0.01637107776261937,67
18194,opinion,5979583964,26,my family is willing to bet that the scottish were the first people to fry chicken,verified,active,3798.0,1101.0,239.0,1.0,0.0,0.28988941548183256,0.0,0.06292785676671933,82
18195,opinion,5748272155,6,my family is willing to bet that a banana is technically a berry,not verified,active,1595.0,213.0,32.0,3.0,0.0,0.1335423197492163,0.0,0.02006269592476489,64
18196,opinion,4409390392,43,my family is willing to bet that australia has the most number of venomous snakes worldwide,not verified,active,822.0,51.0,8.0,0.0,0.0,0.06204379562043796,0.0,0.009732360097323601,91
18197,opinion,3650974007,23,my family is willing to bet that a crocodile cannot stick its tongue out,not verified,active,6497.0,2014.0,189.0,6.0,2.0,0.3099892257965215,0.00030783438510081576,0.02909034939202709,72
18198,opinion,3332470963,39,my family is willing to bet that australia has a bright pink lake,not verified,active,9718.0,1842.0,443.0,15.0,0.0,0.1895451739040955,0.0,0.04558551142210331,65
18199,opinion,6582670601,27,my family is willing to bet that j is the only letter that doesn’t appear on the periodic table of elements,not verified,active,1486.0,571.0,47.0,8.0,0.0,0.3842530282637954,0.0,0.031628532974428,107
18200,opinion,8663262180,31,my family is willing to bet that penguins can jump as high as 9 feet in the air,not verified,active,1443.0,438.0,160.0,8.0,1.0,0.30353430353430355,0.000693000693000693,0.11088011088011088,79
18201,opinion,9622027101,51,my family is willing to bet that the population of the united states increases by one person every 12 seconds,not verified,active,5691.0,1503.0,125.0,3.0,1.0,0.26410121244069584,0.00017571604287471446,0.021964505359339307,109
18202,opinion,7460788590,47,my family is willing to bet that the longest location name on the planet earth is 85 letters in english.,not verified,active,1149.0,48.0,0.0,1.0,0.0,0.04177545691906005,0.0,0.0,104
18203,opinion,8957229306,31,my family is willing to bet that the people who are currently alive are only 7% of the total number of people who have ever lived,not verified,active,40.0,10.0,3.0,0.0,0.0,0.25,0.0,0.075,129
18204,opinion,2400442753,15,my family is willing to bet that new zealanders have more pets per household than any other country,not verified,active,6389.0,159.0,39.0,1.0,0.0,0.024886523712631083,0.0,0.0061042416653623414,99
18205,opinion,2230879105,29,"my family is willing to bet that one type of parrot, kea parrots, laugh together when they're in a good mood",not verified,active,100.0,42.0,16.0,0.0,0.0,0.42,0.0,0.16,108
18206,opinion,5737561230,24,"my family is willing to bet that in japan, its considered good luck when a sumo wrestler makes your baby cry",not verified,active,9315.0,516.0,105.0,12.0,4.0,0.05539452495974235,0.00042941492216854533,0.011272141706924315,108
18207,opinion,6838172703,43,my family is willing to bet that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,banned,2579.0,407.0,58.0,5.0,2.0,0.15781310585498254,0.0007754943776657619,0.022489336952307096,106
18208,opinion,8281671205,27,my family is willing to bet that human ears and noses never stop growing,not verified,active,2503.0,140.0,27.0,3.0,1.0,0.05593288054334798,0.00039952057530962844,0.010787055533359968,72
18209,opinion,6635118927,25,my family is willing to bet that wild boars wash their food,not verified,active,9776.0,1745.0,141.0,27.0,8.0,0.17849836333878888,0.0008183306055646482,0.014423076923076924,59
18210,opinion,4032895526,32,my family is willing to bet that the first commercial airplane flight lasted 23 minutes,not verified,active,1953.0,326.0,23.0,1.0,0.0,0.16692268305171531,0.0,0.011776753712237584,87
18211,opinion,5805012357,24,my family is willing to bet that a one-armed player scored the winning goal in the first soccer tournament world cup in 1930,not verified,active,4413.0,1581.0,435.0,37.0,14.0,0.35825968728755947,0.0031724450487196918,0.09857239972807613,124
18212,opinion,2558527925,15,my family is willing to bet that it is physically impossible for humans to keep their eyes open while sneezing,not verified,active,4530.0,630.0,135.0,13.0,2.0,0.1390728476821192,0.0004415011037527594,0.029801324503311258,110
18213,opinion,4260759204,46,my family is willing to bet that the eye of an ostrich is bigger than its brain,not verified,active,3590.0,1047.0,147.0,20.0,7.0,0.2916434540389972,0.0019498607242339832,0.04094707520891365,79
18214,opinion,9419765064,40,my family is willing to bet that the continental tectonic plates move at the same rate that fingernails grow,not verified,active,8371.0,2332.0,225.0,22.0,8.0,0.278580814717477,0.0009556803249313105,0.026878509138693107,108
18215,opinion,8912311314,48,my family is willing to bet that there are fewer stars in the sky than there are trees on earth,not verified,active,4327.0,1443.0,180.0,35.0,12.0,0.33348740466836146,0.0027732840305061245,0.041599260457591866,95
18216,opinion,6377555044,33,my family is willing to bet that outerspace partly smells like diesel fuel and barbeque,not verified,active,3392.0,79.0,25.0,1.0,0.0,0.02329009433962264,0.0,0.007370283018867925,87
18217,opinion,3846244862,5,my family is willing to bet that the largest recorded snowflake was 15 inches wide,not verified,active,9705.0,294.0,86.0,0.0,0.0,0.030293663060278208,0.0,0.00886141164348274,82
18218,opinion,2278820877,30,my family is willing to bet that cold water is just as cleansing as hot water,not verified,active,3952.0,1668.0,566.0,40.0,11.0,0.42206477732793524,0.002783400809716599,0.14321862348178138,77
18219,opinion,1944334512,6,my family is willing to bet that the most successful predator is a wild dog,not verified,active,7855.0,359.0,118.0,7.0,3.0,0.045703373647358374,0.00038192234245703374,0.015022278803309993,75
18220,opinion,5417116717,5,my family is willing to bet that the world’s largest pyramid cannot be found in egypt,not verified,under review,3246.0,1288.0,143.0,15.0,3.0,0.39679605668515094,0.0009242144177449168,0.044054220579174366,85
18221,opinion,8251678285,55,my family is willing to bet that cactus spines can be used to make hooks,not verified,active,470.0,169.0,39.0,1.0,0.0,0.3595744680851064,0.0,0.08297872340425531,72
18222,opinion,4433251266,19,my family is willing to bet that more people speak english as their second language than those who use it as their primary language,not verified,under review,9647.0,789.0,146.0,12.0,1.0,0.08178708406758578,0.0001036591686534674,0.015134238623406241,131
18223,opinion,4549380314,32,my family is willing to bet that no two teeth from different people will ever be alike,not verified,active,160.0,58.0,19.0,1.0,0.0,0.3625,0.0,0.11875,86
18224,opinion,7518198873,52,my family is willing to bet that snakes can predict earthquakes,not verified,under review,2473.0,251.0,47.0,5.0,1.0,0.10149615851192884,0.0004043671653861706,0.01900525677315002,63
18225,opinion,7707159668,56,my family is willing to bet that cats can't taste sweet flavors,not verified,active,1611.0,439.0,40.0,6.0,0.0,0.27250155183116076,0.0,0.024829298572315334,63
18226,opinion,1972461416,29,my family is willing to bet that your fingernails on your dominant hand grow faster,not verified,under review,9688.0,1509.0,464.0,8.0,1.0,0.15575970272502065,0.00010322047894302229,0.04789430222956235,83
18227,opinion,9926330525,49,my family is willing to bet that alaska is the only u.s. state whose name can be typed on a single row on the american standard keyboard,not verified,active,9749.0,223.0,18.0,4.0,0.0,0.022874140937532053,0.0,0.001846343214688686,136
18228,opinion,3460675621,40,my family is willing to bet that ravens are always aware when someone is watching them,not verified,active,3919.0,125.0,17.0,2.0,0.0,0.031895891809134984,0.0,0.004337841286042358,86
18229,opinion,6473695162,19,my family is willing to bet that violin bows are made from horsehair,not verified,active,4803.0,803.0,266.0,5.0,2.0,0.16718717468249011,0.00041640641265875496,0.055382052883614405,68
18230,opinion,4789842626,29,my family is willing to bet that around 50% of the mined gold on earth comes from one source,not verified,active,7024.0,1009.0,218.0,4.0,0.0,0.1436503416856492,0.0,0.031036446469248292,92
18231,opinion,2488827465,35,my family is willing to bet that the insect population of the world is 1 billion times more than the world population,not verified,active,885.0,280.0,77.0,2.0,0.0,0.3163841807909605,0.0,0.08700564971751412,117
18232,opinion,6137244835,58,my family is willing to bet that a shape with 26 sides is known as a rhombicuboctahedron,not verified,active,7092.0,189.0,72.0,3.0,0.0,0.0266497461928934,0.0,0.01015228426395939,88
18233,opinion,2621002537,35,my family is willing to bet that the earth holds about 11 quintillion pounds of air,not verified,active,7902.0,1541.0,83.0,1.0,0.0,0.195013920526449,0.0,0.010503669956972918,83
18234,opinion,8700912603,45,my family is willing to bet that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,6168.0,1219.0,441.0,0.0,0.0,0.19763294422827496,0.0,0.07149805447470817,99
18235,opinion,1857420352,38,my family is willing to bet that the town of calama in chile has never experienced rain,not verified,active,1140.0,91.0,32.0,0.0,0.0,0.07982456140350877,0.0,0.028070175438596492,87
18236,opinion,7594411389,24,my family is willing to bet that china is the world’s largest silk producer,not verified,active,8622.0,442.0,139.0,1.0,0.0,0.051264207840408256,0.0,0.01612154952447228,75
18237,opinion,8924551099,55,my colleagues are willing to say that drone deliveries are already happening and will become common by 2025,not verified,active,3752.0,1359.0,202.0,2.0,1.0,0.36220682302771856,0.00026652452025586353,0.05383795309168443,107
18238,opinion,7484178679,12,my colleagues are willing to say that microbes from the sahara desert help feed the amazon rainforest,not verified,active,3347.0,100.0,39.0,2.0,1.0,0.02987750224081267,0.00029877502240812666,0.011652225873916941,101
18239,opinion,3985055423,52,my colleagues are willing to say that yellowstone national park is home to a supervolcano,not verified,active,6132.0,781.0,183.0,7.0,1.0,0.12736464448793217,0.00016307893020221786,0.02984344422700587,89
18240,opinion,5447302042,23,my colleagues are willing to say that it snows in the sahara desert,not verified,active,7624.0,2610.0,207.0,38.0,7.0,0.34233997901364116,0.0009181532004197271,0.027151101783840503,67
18241,opinion,4403636125,48,my colleagues are willing to say that there are about 582 million entrepreneurs in the world,not verified,active,2716.0,670.0,183.0,16.0,2.0,0.24668630338733433,0.0007363770250368188,0.06737849779086892,92
18242,opinion,8705556030,47,"my colleagues are willing to say that american industrialist andrew carnegie had a net worth of $475 million usd, worth over $300 billion usd today",not verified,active,6279.0,521.0,124.0,3.0,1.0,0.08297499601847427,0.00015926102882624622,0.019748367574454532,147
18243,opinion,4107641660,23,my colleagues are willing to say that the rubik's cube is the best-selling product of all time,not verified,active,9993.0,2186.0,532.0,40.0,9.0,0.2187531271890323,0.0009006304413089162,0.05323726608626038,94
18244,opinion,9168509033,20,my colleagues are willing to say that mobile phone use in india is nearly 100%,not verified,banned,9447.0,875.0,332.0,8.0,1.0,0.09262199640097385,0.00010585371017254155,0.035143431777283796,78
18245,opinion,8540967595,32,my colleagues are willing to say that the total number of multinational companies investing in green initiatives has increased by 35% since 2020,not verified,active,8175.0,455.0,19.0,7.0,1.0,0.05565749235474006,0.00012232415902140674,0.0023241590214067276,144
18246,opinion,1340711290,27,my colleagues are willing to say that 1 billion cars are currently in use around the world,verified,active,9947.0,1941.0,776.0,7.0,1.0,0.19513421131999598,0.00010053282396702523,0.07801347139841158,90
18247,opinion,9800710354,54,my colleagues are willing to say that the average british driver will spend around 99 days of their life stuck in traffic,not verified,active,3142.0,45.0,14.0,1.0,0.0,0.014322087842138766,0.0,0.004455760661998727,121
18248,opinion,1712941414,12,my colleagues are willing to say that the car radio was first introduced in 1922,not verified,active,4745.0,1040.0,309.0,24.0,9.0,0.2191780821917808,0.0018967334035827187,0.06512118018967335,80
18249,opinion,2754522976,34,my colleagues are willing to say that 90% of drivers admit to singing in the car,not verified,active,6855.0,2993.0,310.0,32.0,7.0,0.4366156090444931,0.0010211524434719183,0.04522246535375638,80
18250,opinion,4998247482,44,my colleagues are willing to say that the automotive industry employs about 9.9 million americans,not verified,active,9895.0,3241.0,483.0,18.0,3.0,0.32753916119252147,0.0003031834259727135,0.04881253158160687,97
18251,opinion,6085783206,34,my colleagues are willing to say that the oldest playable musical instruments were found in china,not verified,active,4660.0,1608.0,55.0,21.0,1.0,0.34506437768240344,0.00021459227467811158,0.011802575107296138,97
18252,opinion,1265871667,38,my colleagues are willing to say that elvis presley has sold more records than the music band the beatles,not verified,active,584.0,73.0,19.0,0.0,0.0,0.125,0.0,0.032534246575342464,105
18253,opinion,9444120755,18,my colleagues are willing to say that vinyl record sales now surpass compact disc sales,verified,active,7817.0,1685.0,293.0,41.0,5.0,0.21555583983625431,0.0006396315722144045,0.03748241013176411,87
18254,opinion,7501105250,21,my colleagues are willing to say that the harmonica is the best selling musical instrument,verified,banned,1825.0,588.0,145.0,14.0,0.0,0.3221917808219178,0.0,0.07945205479452055,90
18255,opinion,7895581449,50,my colleagues are willing to say that the japanese word ‘karaoke’ comes from a phrase meaning ’empty orchestra’,not verified,active,7117.0,2370.0,8.0,14.0,4.0,0.33300547983700995,0.0005620345651257552,0.0011240691302515104,111
18256,opinion,1713455922,39,my colleagues are willing to say that over 60% of the world's population has access to the internet,not verified,active,7152.0,1819.0,318.0,16.0,3.0,0.254334451901566,0.00041946308724832214,0.044463087248322146,99
18257,opinion,7661420215,51,"my colleagues are willing to say that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,active,5199.0,2111.0,344.0,2.0,0.0,0.4060396230044239,0.0,0.06616657049432584,126
